type_survey,date_elec,id_pollster,pollster,media,field_date_from,field_date_to,exit_poll,size,turnout,UCD,PSOE,PCE,AP,CIU,PA,EAJ-PNV,HB,ERC,EE,CDS,FN,PAD,PRD,MUC,IU,CG,PAR,AIC,UV,EA,PP,LV,ARM,PDP,CC,PAP,BNG,ICV,EH,UPYD,AMAIUR,CS,DIL-CDC,EH-BILDU,UP,PACMA,PODEMOS,COMPROMIS,VOX,JXCAT-JUNTS,NA-SUMA,PDECAT,CC-NC,PRC,MP,CUP,TE,EV
national,1986-06-22,pollster-18,SIGMA DOS,ACTUALIDAD,1985-05-07,1985-05-14,FALSE,NA,NA,NA,33.7,6.1,25.9,2.9,NA,1.9,1,NA,0.5,5.1,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-17,IOPE–ETMAR,MEDITERRÁNEO,1985-04-01,1985-04-23,FALSE,1800,NA,NA,47.4,4.1,25.2,4.6,1.2,1.8,NA,NA,NA,7.5,NA,NA,1.8,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-17,IOPE–ETMAR,MEDITERRÁNEO,1985-01-15,1985-02-06,FALSE,1800,NA,NA,47.8,4,22.3,4.5,0.8,1.9,NA,NA,NA,8,NA,NA,4.3,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-17,IOPE–ETMAR,MEDITERRÁNEO,1985-01-14,1985-01-20,FALSE,1800,NA,NA,45.9,4.7,23.6,4.3,1.5,2.1,NA,NA,NA,7.2,NA,NA,4.5,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-11,ECO,CAMBIO 16,1985-01-11,1985-01-14,FALSE,1307,NA,NA,45,5,28.5,4,NA,2,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-6,GALLUP,NA,1984-11-11,1984-11-30,FALSE,1035,NA,NA,38.2,5.8,26.3,3.9,NA,2,1,0.7,0.5,6.3,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-5,AP,NA,1984-10-31,1984-10-31,FALSE,1037,NA,NA,39.9,6.9,31.5,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-21,TC,ACTUALIDAD,1984-10-22,1984-10-28,FALSE,1111,NA,NA,39.2,7.2,29.4,4,1,1.9,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-6,GALLUP,NA,1984-09-22,1984-10-09,FALSE,1024,NA,NA,42.9,5.9,28,3.1,NA,2.3,0.9,0.7,0.6,5.7,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-17,IOPE–ETMAR,MEDITERRÁNEO,1984-09-14,1984-10-08,FALSE,1852,NA,NA,44.8,5,24.4,5,0.9,1.8,NA,NA,NA,7.7,NA,NA,2.9,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-21,TC,ACTUALIDAD,1984-09-17,1984-09-23,FALSE,NA,NA,NA,37.1,5.6,28.2,3,NA,1.9,0.8,NA,0.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-21,TC,ACTUALIDAD,1984-07-30,1984-08-05,FALSE,1111,NA,NA,40.6,6.5,30.4,3.1,NA,2,0.7,NA,0.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-11,ECO,CAMBIO 16,1984-07-28,1984-07-28,FALSE,NA,NA,NA,41.1,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-21,TC,ACTUALIDAD,1984-07-09,1984-07-15,FALSE,NA,NA,NA,44.3,4.9,27.4,3.1,NA,2,1,NA,0.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-21,TC,ACTUALIDAD,1984-06-18,1984-06-24,FALSE,NA,NA,NA,42,5.4,29.4,3,NA,2,0.8,NA,0.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-6,GALLUP,NA,1984-03-12,1984-03-24,FALSE,1031,NA,NA,42.3,6.1,27.1,3.7,NA,1.9,1,1,0.6,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-17,IOPE–ETMAR,MEDITERRÁNEO,1983-11-02,1983-11-27,FALSE,2200,NA,NA,47.5,4.4,26.9,4.3,0.5,1.9,NA,NA,NA,4.6,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-13,ARESCO,ABC,1983-04-26,1983-04-29,FALSE,1440,69.1,NA,45.3,5.3,30.2,3.8,NA,2.4,NA,NA,NA,1.6,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-8,METRA SEIS,TIEMPO,1983-04-11,1983-04-15,FALSE,1111,NA,NA,49.9,4.2,17.6,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-4,GRUPO 16,GRUPO 16,1983-02-21,1983-02-26,FALSE,1700,NA,NA,49.7,3.3,17.9,2.9,NA,1.2,0.8,0.7,0.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1986-06-22,pollster-8,METRA SEIS,AGENCIA LID,1983-02-22,1983-02-24,FALSE,1002,NA,2.2,50.6,3.3,15.7,2,NA,1.2,0.6,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-1,PSOE,NA,1989-10-29,1989-10-29,TRUE,NA,68,NA,40.8,NA,NA,5.2,1.3,1.3,1.1,NA,0.6,8.1,NA,NA,NA,NA,9,NA,0.5,0.1,0.5,0.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-16,DEMOSCOPIA,CADENA SER,1989-10-29,1989-10-29,TRUE,91451,NA,NA,40.1,NA,NA,18,1,5,6,0,2,11,NA,NA,NA,NA,20,NA,1,0,1,2,91,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-22,ICP–RESEARCH,DIARIO 16,1989-10-16,1989-10-19,FALSE,9524,NA,NA,40.5,NA,NA,4.9,4,1.4,1.2,NA,0.5,8.5,NA,NA,NA,NA,10.3,NA,1,1,1,0,19.1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-23,OPINA,LA VANGUARDIA,1989-10-16,1989-10-18,FALSE,3262,70,NA,41.5,NA,NA,4.5,1.2,1.9,1,0.9,0.8,6.5,NA,NA,NA,NA,7.5,NA,0.1,0.1,0.6,1,25,2.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-1,PSOE,NA,1989-10-17,1989-10-17,FALSE,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-18,SIGMA DOS,EL MUNDO,1989-10-16,1989-10-17,FALSE,8400,NA,NA,39.2,NA,NA,4.9,1.2,1.4,1.1,0.4,0.6,10.3,NA,NA,NA,NA,8,NA,0.3,0.3,0.3,0.5,24.2,1.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-24,GRUPPO,COLPISA,1989-10-16,1989-10-17,FALSE,1500,70,NA,40.1,NA,NA,4.8,1.2,1.1,1,NA,0.6,9.3,NA,NA,NA,NA,7.5,NA,NA,NA,NA,0.6,23.6,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-16,DEMOSCOPIA,EL PAÍS,1989-10-09,1989-10-15,FALSE,6200,68,NA,41.6,NA,NA,5,2,1.5,1,0,0.7,9.1,NA,NA,NA,NA,8,NA,1,1,1,0.4,22.8,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-23,OPINA,LA VANGUARDIA,1989-10-07,1989-10-11,FALSE,2800,67,NA,41,NA,NA,4.8,1.4,2,0.5,0.7,1,9,NA,NA,NA,NA,8.8,NA,NA,0.1,0.7,1,24,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-1,PSOE,NA,1989-10-06,1989-10-06,FALSE,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-24,GRUPPO,COLPISA,1989-09-30,1989-10-01,FALSE,1500,67,NA,38.3,NA,NA,4.7,1.2,1.1,1.1,NA,0.7,9,NA,NA,NA,NA,7.4,NA,NA,NA,NA,0.7,24.1,1.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-16,DEMOSCOPIA,EL PAÍS,1989-09-25,1989-09-30,FALSE,6200,68,NA,42.1,NA,NA,4.6,2,1.1,0.9,1,0.6,7.3,NA,NA,NA,NA,8.7,NA,NA,NA,NA,0.3,23.8,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-8,METRA SEIS,EL INDEPENDIENTE,1989-09-19,1989-09-22,FALSE,13950,NA,NA,38.2,NA,NA,5,NA,1.3,1,NA,0.6,9.2,NA,NA,NA,NA,8,NA,NA,NA,NA,0.5,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-22,ICP–RESEARCH,DIARIO 16,1989-09-16,1989-09-19,FALSE,1600,NA,NA,38.2,NA,NA,4.7,NA,1.3,1.4,NA,NA,9.1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-19,CIS,NA,1989-09-07,1989-09-14,FALSE,27421,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-18,SIGMA DOS,TIEMPO,1989-09-07,1989-09-08,FALSE,800,NA,NA,38,NA,NA,4.5,NA,1,1,NA,0.7,10,NA,NA,NA,NA,8,NA,NA,NA,NA,0.6,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-17,IOPE–ETMAR,EL PERIÓDICO,1989-09-04,1989-09-08,FALSE,1483,NA,NA,43,NA,NA,3.8,2,1,0.8,NA,0.6,8.4,NA,NA,NA,NA,7.6,NA,1,2,2,2,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-25,DYM,CAMBIO 16,1989-08-29,1989-08-30,FALSE,1000,NA,NA,40.6,NA,NA,5.2,NA,1.4,1.4,NA,1.1,9.2,NA,NA,NA,NA,6.4,NA,NA,NA,NA,0.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-19,CIS,NA,1989-05-09,1989-05-11,FALSE,4459,NA,NA,39.5,NA,NA,5.1,NA,1.2,NA,NA,NA,14.6,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-23,OPINA,LA VANGUARDIA,1989-04-07,1989-04-10,FALSE,1610,NA,NA,38.6,NA,NA,6.4,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-6,GALLUP,CAMBIO 16,1989-01-30,1989-01-30,FALSE,600,NA,NA,35.1,NA,NA,4.1,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-23,OPINA,LA VANGUARDIA,1989-01-17,1989-01-18,FALSE,1621,NA,NA,37.9,NA,23.1,6.2,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-22,ICP–RESEARCH,DIARIO 16,1989-01-15,1989-01-15,FALSE,1200,NA,NA,37.5,NA,20.8,4.5,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-8,METRA SEIS,EL INDEPENDIENTE,1989-01-13,1989-01-13,FALSE,1000,NA,NA,37,NA,23,5.5,NA,1.5,1.5,NA,NA,12,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-23,OPINA,LA VANGUARDIA,1988-12-13,1988-12-13,FALSE,NA,NA,NA,36,NA,28,6.8,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-22,ICP–RESEARCH,DIARIO 16,1988-12-11,1988-12-11,FALSE,NA,NA,NA,41,NA,19,5,NA,1,NA,NA,NA,11,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-23,OPINA,LA VANGUARDIA,1988-11-29,1988-11-30,FALSE,1600,NA,NA,34.3,NA,27.1,7.2,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-26,ECO CONSULTING,CDS,1988-11-01,1988-11-21,FALSE,1832,NA,NA,39,NA,26,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-17,IOPE–ETMAR,EL PERIÓDICO,1988-11-15,1988-11-17,FALSE,700,NA,NA,39.9,NA,24.9,5,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-22,ICP–RESEARCH,DIARIO 16,1988-09-19,1988-09-21,FALSE,NA,NA,NA,41,NA,15.5,5.7,NA,0.7,NA,NA,NA,13.6,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1988-06-27,1988-06-27,FALSE,NA,NA,NA,38,NA,24,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1988-04-24,1988-04-24,FALSE,NA,NA,NA,34,NA,24,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-19,CIS,NA,1988-03-08,1988-03-10,FALSE,2495,NA,NA,42,NA,22,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1988-02-28,1988-02-28,FALSE,NA,NA,NA,38,NA,23,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-19,CIS,NA,1988-02-12,1988-02-16,FALSE,2485,NA,NA,43.9,NA,23,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-19,CIS,NA,1988-01-29,1988-02-01,FALSE,2478,NA,NA,44,NA,25,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-19,CIS,NA,1988-01-22,1988-01-26,FALSE,2497,NA,NA,42,NA,23,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,AP,1988-01-24,1988-01-24,FALSE,NA,NA,NA,37,NA,20,3,NA,1,2,NA,1,11,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1988-01-17,1988-01-17,FALSE,NA,NA,NA,40,NA,26,5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1987-12-20,1987-12-20,FALSE,NA,NA,NA,39,NA,25,6,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1987-11-15,1987-11-15,FALSE,NA,NA,NA,40,NA,27,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,AP,1987-10-25,1987-10-25,FALSE,NA,NA,NA,38,NA,23,3.5,NA,1,2,NA,1,11,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-14,EMOPÚBLICA,DIARIO 16,1987-10-11,1987-10-11,FALSE,NA,NA,NA,34,NA,20,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-8,METRA SEIS,EL INDEPENDIENTE,1987-09-01,1987-09-06,FALSE,NA,NA,NA,35.5,NA,20.4,5.6,NA,NA,NA,NA,NA,21.9,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-3,SOFEMASA,AP,1987-04-16,1987-04-16,FALSE,6000,NA,NA,35,NA,23,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,1989-10-29,pollster-6,GALLUP,EL PERIÓDICO,1986-12-19,1986-12-23,FALSE,1994,NA,NA,42,NA,23.1,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
